time,amp
0,1.340050557
0.00390625,2.429980976
0.0078125,0.757263544
0.01171875,3.695924275
0.015625,3.761192541
0.01953125,2.33413889
0.0234375,1.932830082
0.02734375,1.51874287
0.03125,3.306026327
0.03515625,3.409307141
0.0390625,2.006632636
0.04296875,5.924224051
0.046875,4.912009817
0.05078125,3.902817338
0.0546875,3.188507254
0.05859375,1.342846914
0.0625,0.718381215
0.06640625,1.938524829
0.0703125,2.733939929
0.07421875,3.636041526
0.078125,3.50722928
0.08203125,1.856142302
0.0859375,2.05696438
0.08984375,1.669157246
0.09375,0.630140667
0.09765625,1.534666761
0.1015625,2.489544573
0.10546875,2.931878997
0.109375,3.710434563
0.11328125,2.471312365
0.1171875,2.283017358
0.12109375,-0.307113397
0.125,-0.968906253
0.12890625,-0.637862081
0.1328125,-1.170765352
0.13671875,2.472179876
0.140625,2.088498365
0.14453125,0.923647882
0.1484375,1.235737679
0.15234375,-1.690654809
0.15625,-0.998561053
0.16015625,-0.532279594
0.1640625,0.970372595
0.16796875,2.062350591
0.171875,1.72378271
0.17578125,1.705419522
0.1796875,0.384477468
0.18359375,-0.401229663
0.1875,-0.798892109
0.19140625,-0.599345306
0.1953125,-1.004252237
0.19921875,0.490759708
0.203125,0.02612607
0.20703125,-0.357200453
0.2109375,-0.651696562
0.21484375,-0.614957827
0.21875,-2.35375325
0.22265625,-1.032248359
0.2265625,-0.213822874
0.23046875,1.781695037
0.234375,0.844829428
0.23828125,1.062128523
0.2421875,0.211428165
0.24609375,-0.671123528
0.25,-1.023354644
0.25390625,-1.695546361
0.2578125,-1.788491931
0.26171875,-0.351815061
0.265625,-0.137789074
0.26953125,1.637697108
0.2734375,-1.167598368
0.27734375,-1.176687076
0.28125,-1.988669936
0.28515625,-0.639588332
0.2890625,-0.423991016
0.29296875,0.384046017
0.296875,0.894411589
0.30078125,1.674473995
0.3046875,0.13689465
0.30859375,-1.04222302
0.3125,-0.592683473
0.31640625,-0.996495892
0.3203125,-0.093243971
0.32421875,1.80469517
0.328125,0.761991854
0.33203125,1.381185874
0.3359375,0.589537875
0.33984375,-0.916397498
0.34375,-0.797495513
0.34765625,-0.962857793
0.3515625,0.350162482
0.35546875,2.3913146
0.359375,3.339623368
0.36328125,4.121556081
0.3671875,0.976691541
0.37109375,0.375271822
0.375,-0.345067275
0.37890625,-1.186877033
0.3828125,0.736413272
0.38671875,0.910299636
0.390625,3.056074081
0.39453125,1.638271553
0.3984375,1.386019534
0.40234375,0.153195676
0.40625,0.512900503
0.41015625,0.641109496
0.4140625,2.620330886
0.41796875,4.011317916
0.421875,5.165230101
0.42578125,3.540835373
0.4296875,1.197480433
0.43359375,0.84803822
0.4375,1.653617671
0.44140625,0.411704856
0.4453125,2.63711796
0.44921875,3.097273191
0.453125,4.361870629
0.45703125,1.840708331
0.4609375,2.028233981
0.46484375,0.511169379
0.46875,2.882035153
0.47265625,2.206645818
0.4765625,3.786302992
0.48046875,3.415821162
0.484375,4.263209184
0.48828125,3.902192736
0.4921875,3.587695244
0.49609375,1.477072044
0.5,1.443693776
0.50390625,-0.076634774
0.5078125,1.863954
0.51171875,2.482627008
0.515625,2.366134982
0.51953125,3.237643615
0.5234375,2.091939187
0.52734375,0.98129889
0.53125,-0.19082325
0.53515625,1.932647619
0.5390625,2.595888645
0.54296875,3.282198435
0.546875,3.887131323
0.55078125,3.149632798
0.5546875,0.955752949
0.55859375,0.572027221
0.5625,-0.494272219
0.56640625,-0.433429737
0.5703125,0.25630546
0.57421875,1.503056539
0.578125,0.873165679
0.58203125,2.243859934
0.5859375,0.904052227
0.58984375,-0.444556047
0.59375,-0.812194534
0.59765625,-0.776149915
0.6015625,1.482696583
0.60546875,1.809074575
0.609375,1.803878805
0.61328125,2.517579449
0.6171875,0.235871019
0.62109375,-1.333258321
0.625,-1.892892869
0.62890625,-2.110659963
0.6328125,-1.498970137
0.63671875,1.645633089
0.640625,1.383837513
0.64453125,0.018915931
0.6484375,-2.032401737
0.65234375,-2.790736452
0.65625,-2.708486454
0.66015625,-1.568746741
0.6640625,-1.789402258
0.66796875,-1.349229913
0.671875,-0.40955133
0.67578125,0.148907799
0.6796875,-1.071708719
0.68359375,-2.340978974
0.6875,-3.420492345
0.69140625,-3.050721753
0.6953125,-2.642263972
0.69921875,-0.912032501
0.703125,-1.981090761
0.70703125,-1.29272692
0.7109375,-3.124198115
0.71484375,-3.747483701
0.71875,-3.47893346
0.72265625,-2.580505596
0.7265625,-2.756360559
0.73046875,-0.112631528
0.734375,-0.039244106
0.73828125,-0.995965483
0.7421875,-2.259080246
0.74609375,-3.504234527
0.75,-4.191702092
0.75390625,-3.734716286
0.7578125,-2.810279431
0.76171875,-1.35447509
0.765625,-0.491010435
0.76953125,-1.538519018
0.7734375,-2.889244933
0.77734375,-3.224962561
0.78125,-3.712661249
0.78515625,-3.804281352
0.7890625,-1.279979793
0.79296875,-0.462430338
0.796875,-0.03438742
0.80078125,-0.20747291
0.8046875,-1.468683706
0.80859375,-3.379661389
0.8125,-3.440764454
0.81640625,-3.101702615
0.8203125,-2.36280279
0.82421875,0.077953219
0.828125,-1.0469216
0.83203125,-1.105563579
0.8359375,-2.10438669
0.83984375,-3.194602725
0.84375,-2.718419423
0.84765625,-2.034020209
0.8515625,0.437479331
0.85546875,0.590796075
0.859375,0.663741242
0.86328125,1.986045581
0.8671875,0.697447641
0.87109375,-1.336929406
0.875,-2.659685818
0.87890625,-1.624614406
0.8828125,-0.427703835
0.88671875,0.913609406
0.890625,1.090612967
0.89453125,1.249893817
0.8984375,0.37917232
0.90234375,-1.445029166
0.90625,-1.389746498
0.91015625,-0.517922538
0.9140625,0.961072101
0.91796875,2.355157482
0.921875,3.147629843
0.92578125,0.84856725
0.9296875,1.405743428
0.93359375,1.354351508
0.9375,-0.643111071
0.94140625,0.960546868
0.9453125,1.577140118
0.94921875,2.373108872
0.953125,2.98804743
0.95703125,1.557636534
0.9609375,1.613841497
0.96484375,1.851300201
0.96875,0.714869337
0.97265625,1.368974757
0.9765625,2.156374271
0.98046875,3.820763455
0.984375,4.510502574
0.98828125,4.197059564
0.9921875,2.559070219
0.99609375,1.454184219
1,2.279894496
1.00390625,-0.158178209
1.0078125,3.595908991
1.01171875,3.364132019
1.015625,4.192081699
1.01953125,2.108683559
1.0234375,1.833887131
1.02734375,1.126184913
1.03125,1.310198264
1.03515625,0.6014337
1.0390625,3.158663838
1.04296875,3.237697995
1.046875,4.495086164
1.05078125,4.355282832
1.0546875,2.943315036
1.05859375,2.157196381
1.0625,1.433196029
1.06640625,0.584687137
1.0703125,2.00536486
1.07421875,2.142453376
1.078125,2.24656474
1.08203125,3.204735364
1.0859375,1.603374355
1.08984375,0.603372147
1.09375,0.897184577
1.09765625,1.256317191
1.1015625,2.251308719
1.10546875,3.914520194
1.109375,4.112624415
1.11328125,3.120873328
1.1171875,1.284523927
1.12109375,0.006278733
1.125,0.461058204
1.12890625,-1.1453012
1.1328125,0.675892367
1.13671875,0.329909125
1.140625,2.528249424
1.14453125,1.946103716
1.1484375,0.369819753
1.15234375,-0.652998169
1.15625,-2.506361272
1.16015625,-0.012009427
1.1640625,-0.618129067
1.16796875,0.39763978
1.171875,2.321335316
1.17578125,1.124553585
1.1796875,0.749005635
1.18359375,-0.370068251
1.1875,-0.947856337
1.19140625,-1.738038752
1.1953125,-0.173818868
1.19921875,0.505479642
1.203125,1.316453652
1.20703125,0.686134763
1.2109375,-0.079490164
1.21484375,-1.667723179
1.21875,-1.96007216
1.22265625,-0.629757078
1.2265625,-1.414268416
1.23046875,0.755888503
1.234375,0.730019677
1.23828125,0.7995695
1.2421875,0.272240181
1.24609375,-0.844974846
1.25,-2.641906722
1.25390625,-2.047824754
1.2578125,-0.758465248
1.26171875,-0.066932764
1.265625,0.724500981
1.26953125,0.404075971
1.2734375,-1.366416885
1.27734375,-1.761649656
1.28125,-3.215428809
1.28515625,-0.477204562
1.2890625,-0.338129817
1.29296875,0.509537208
1.296875,1.633392391
1.30078125,0.462157443
1.3046875,0.235885033
1.30859375,-1.272823586
1.3125,-0.112985838
1.31640625,-0.46088131
1.3203125,-1.797520348
1.32421875,1.079665757
1.328125,0.386520764
1.33203125,0.779290849
1.3359375,0.165360011
1.33984375,-0.289349987
1.34375,-1.106587306
1.34765625,0.771426399
1.3515625,0.772020205
1.35546875,2.532122858
1.359375,3.303244581
1.36328125,2.540225832
1.3671875,1.955633698
1.37109375,0.461211216
1.375,-0.788830811
1.37890625,-1.106144358
1.3828125,2.189517237
1.38671875,1.663015798
1.390625,2.589944356
1.39453125,2.556090412
1.3984375,1.394560317
1.40234375,-0.074613088
1.40625,0.025128423
1.41015625,0.941802013
1.4140625,3.245825088
1.41796875,2.999275973
1.421875,4.578805116
1.42578125,3.858800289
1.4296875,2.401988975
1.43359375,0.710552508
1.4375,0.617190476
1.44140625,1.034967651
1.4453125,1.100030326
1.44921875,3.140363933
1.453125,2.93315997
1.45703125,3.021287402
1.4609375,2.365909305
1.46484375,0.702924474
1.46875,0.860540057
1.47265625,1.906130691
1.4765625,1.753065266
1.48046875,4.740281814
1.484375,6.092951564
1.48828125,4.681295681
1.4921875,2.693278773
1.49609375,1.92389847
1.5,0.344785696
1.50390625,2.408714195
1.5078125,2.682702092
1.51171875,3.501470056
1.515625,2.809601898
1.51953125,3.118725837
1.5234375,1.560500497
1.52734375,0.763159095
1.53125,0.292162818
1.53515625,0.570827991
1.5390625,1.799674566
1.54296875,3.33859367
1.546875,2.798198559
1.55078125,3.699613606
1.5546875,1.988182264
1.55859375,1.194876579
1.5625,0.202070905
1.56640625,0.49848929
1.5703125,0.049669989
1.57421875,1.19523583
1.578125,1.857039262
1.58203125,1.703381884
1.5859375,1.289012952
1.58984375,-0.61527805
1.59375,0.007671362
1.59765625,0.029338112
1.6015625,1.581000075
1.60546875,1.973617083
1.609375,1.840380492
1.61328125,0.725969006
1.6171875,0.476368592
1.62109375,-0.44302631
1.625,-1.892155763
1.62890625,-1.91640768
1.6328125,-0.98574102
1.63671875,-0.64549589
1.640625,0.025002118
1.64453125,-0.289895988
1.6484375,-1.208337816
1.65234375,-2.283706395
1.65625,-2.210194152
1.66015625,-2.000143628
1.6640625,0.200315414
1.66796875,0.321648655
1.671875,1.648200338
1.67578125,-0.519365152
1.6796875,-0.986204884
1.68359375,-2.791243218
1.6875,-2.958529645
1.69140625,-2.79126212
1.6953125,-3.723679825
1.69921875,-2.296518619
1.703125,-2.031256582
1.70703125,-1.326364105
1.7109375,-1.657590239
1.71484375,-3.742378071
1.71875,-3.314786167
1.72265625,-2.892654372
1.7265625,-2.714614463
1.73046875,-0.658561903
1.734375,-0.932295274
1.73828125,0.005927848
1.7421875,-2.156208388
1.74609375,-2.331911153
1.75,-4.268830594
1.75390625,-3.376501226
1.7578125,-2.882430958
1.76171875,-3.155722182
1.765625,-2.077909804
1.76953125,-1.446435477
1.7734375,-2.791323609
1.77734375,-4.327915905
1.78125,-4.224700917
1.78515625,-2.995190297
1.7890625,-2.508360755
1.79296875,-0.040020685
1.796875,-0.525099832
1.80078125,0.610681866
1.8046875,-2.316978965
1.80859375,-2.658235039
1.8125,-4.300074758
1.81640625,-3.466994062
1.8203125,-2.401533696
1.82421875,-0.732075116
1.828125,0.102795699
1.83203125,-0.609528061
1.8359375,-1.890026076
1.83984375,-1.936205422
1.84375,-2.091575979
1.84765625,-1.78465848
1.8515625,-0.168934772
1.85546875,1.009368271
1.859375,0.7125994
1.86328125,1.452323332
1.8671875,-0.499082613
1.87109375,-1.573652472
1.875,-1.595195785
1.87890625,-1.537889355
1.8828125,-0.412448576
1.88671875,1.115545766
1.890625,1.917862545
1.89453125,0.844249142
1.8984375,0.338558527
1.90234375,-0.804745477
1.90625,-0.644993543
1.91015625,0.22907322
1.9140625,0.892103851
1.91796875,2.73172928
1.921875,3.519914035
1.92578125,2.822767892
1.9296875,2.788832623
1.93359375,0.183672618
1.9375,-0.4346274
1.94140625,-0.736715522
1.9453125,1.931417407
1.94921875,2.939844885
1.953125,2.822125879
1.95703125,3.115710978
1.9609375,1.783493204
1.96484375,1.020787288
1.96875,0.724101254
1.97265625,1.621057982
1.9765625,2.685000563
1.98046875,5.603117354
1.984375,3.625689668
1.98828125,2.754626681
1.9921875,2.073425069
1.99609375,0.912240111
2,0.725761402
2.00390625,1.163580546
2.0078125,2.047670978
2.01171875,3.493007948
2.015625,3.805781265
2.01953125,3.636312514
2.0234375,3.331725536
2.02734375,2.075580808
2.03125,0.231246965
2.03515625,0.184801203
2.0390625,3.430807645
2.04296875,2.843810075
2.046875,4.49544468
2.05078125,3.965135938
2.0546875,4.145048923
2.05859375,1.428703894
2.0625,0.476037716
2.06640625,1.145496468
2.0703125,1.99824891
2.07421875,2.784030824
2.078125,2.697637093
2.08203125,1.846588139
2.0859375,1.803515231
2.08984375,-0.211199159
2.09375,-0.331873601
2.09765625,1.722204293
2.1015625,1.764884407
2.10546875,3.035044639
2.109375,4.093671538
2.11328125,2.779426864
2.1171875,2.372174665
2.12109375,0.200118555
2.125,0.347658923
2.12890625,0.272135986
2.1328125,0.556640887
2.13671875,1.014953251
2.140625,1.223110194
2.14453125,1.230299959
2.1484375,0.091979862
2.15234375,-0.866665113
2.15625,-0.311848627
2.16015625,-0.567855283
2.1640625,1.491814581
2.16796875,1.528255357
2.171875,2.885885373
2.17578125,1.394125422
2.1796875,0.600433718
2.18359375,-0.184278103
2.1875,-1.752153085
2.19140625,-1.578097954
2.1953125,0.809025243
2.19921875,1.043294623
2.203125,0.52077789
2.20703125,0.757465411
2.2109375,-0.875096915
2.21484375,-1.137837459
2.21875,-0.971512209
2.22265625,-2.281913754
2.2265625,0.579553044
2.23046875,1.997116755
2.234375,1.563637667
2.23828125,2.145967091
2.2421875,-0.039744914
2.24609375,-2.149633738
2.25,-3.387287591
2.25390625,-1.960759126
2.2578125,-0.393842979
2.26171875,0.318404119
2.265625,0.795204345
2.26953125,-0.213843536
2.2734375,-0.687182816
2.27734375,-2.686195582
2.28125,-2.347696909
2.28515625,-1.719445135
2.2890625,0.388447526
2.29296875,1.261963176
2.296875,1.06318017
2.30078125,1.35968897
2.3046875,-0.187197942
2.30859375,-1.339885475
2.3125,-0.943797948
2.31640625,-1.109177292
2.3203125,0.03359612
2.32421875,1.359617745
2.328125,1.384785774
2.33203125,1.288992898
2.3359375,0.49332628
2.33984375,-0.021900587
2.34375,-0.632936592
2.34765625,0.667661026
2.3515625,1.090490429
2.35546875,2.294710733
2.359375,3.958848323
2.36328125,2.163977843
2.3671875,1.3966646
2.37109375,0.838568302
2.375,-0.198145857
2.37890625,0.924231935
2.3828125,1.668075733
2.38671875,2.229759439
2.390625,2.032714185
2.39453125,2.558322438
2.3984375,0.448268867
2.40234375,0.652205371
2.40625,0.832238691
2.41015625,1.155528752
2.4140625,2.866806297
2.41796875,4.833202183
2.421875,4.666883391
2.42578125,3.832423292
2.4296875,2.955717422
2.43359375,1.648141335
2.4375,-0.034607158
2.44140625,0.82643382
2.4453125,2.803917959
2.44921875,2.991252137
2.453125,3.821580726
2.45703125,2.444323843
2.4609375,2.194073289
2.46484375,1.654735903
2.46875,0.181751722
2.47265625,1.904568447
2.4765625,2.799156787
2.48046875,3.490859159
2.484375,4.535849628
2.48828125,2.875189254
2.4921875,1.547139839
2.49609375,0.908462014
2.5,0.373532417
2.50390625,0.479157011
2.5078125,0.996492038
2.51171875,3.185800312
2.515625,2.355303108
2.51953125,2.986080758
2.5234375,2.41138148
2.52734375,0.95871601
2.53125,0.711555893
2.53515625,0.980391368
2.5390625,1.436689031
2.54296875,3.443631094
2.546875,4.480333768
2.55078125,4.414695884
2.5546875,1.790598126
2.55859375,-0.276520509
2.5625,0.136737522
2.56640625,0.423846164
2.5703125,0.844142007
2.57421875,1.113871751
2.578125,3.42004408
2.58203125,0.141734004
2.5859375,0.252602697
2.58984375,-1.267758737
2.59375,-1.192526199
2.59765625,-0.070320052
2.6015625,0.925732646
2.60546875,1.443820377
2.609375,2.747207539
2.61328125,2.056524524
2.6171875,0.787468338
2.62109375,-1.229916763
2.625,-1.043926078
2.62890625,-1.156516468
2.6328125,0.796148233
2.63671875,0.720641542
2.640625,1.068510402
2.64453125,-0.142079629
2.6484375,-2.052177132
2.65234375,-2.478147339
2.65625,-3.076106167
2.66015625,-2.425967469
2.6640625,-0.59586824
2.66796875,-0.227829908
2.671875,-0.059180985
2.67578125,-0.320904554
2.6796875,-1.420976197
2.68359375,-2.367760296
2.6875,-3.940593001
2.69140625,-2.966207747
2.6953125,-2.291774131
2.69921875,-0.619607934
2.703125,-1.254700414
2.70703125,-1.665564643
2.7109375,-3.32825764
2.71484375,-4.411799652
2.71875,-3.632161642
2.72265625,-3.395474967
2.7265625,-1.730908076
2.73046875,-1.474510746
2.734375,0.750293894
2.73828125,-0.875738056
2.7421875,-1.473409537
2.74609375,-3.510125122
2.75,-4.102775252
2.75390625,-3.312864479
2.7578125,-2.491226856
2.76171875,-2.585434544
2.765625,-2.426115463
